Gene	Granule	Basket	Astrocyte	Oligo	OPC
SZRD1	3436.75	3302.25	4231.75	3910.125	3554.75
SPEN	24752.25	19152.375	6836	6635.25	13899.25
MST1P2	3436.75	3302.25	4231.75	3910.125	3554.75
FBXO42	7954.75	13976.25	19228.375	19232.625	1850.125
RCC2	19526.375	19435.25	7689	13588	1619.625
ARHGEF10L	7999.125	644.25	14943.25	14797.375	14550.5
SDHB	8762.375	8629.25	9407.625	2194.75	8860.875
KLHDC7A	3436.75	3302.25	4231.75	3910.125	3554.75
PAX7	3436.75	3302.25	4231.75	3910.125	3554.75
IGSF21	1051.875	19963.125	20181.625	14526.875	6758.5
CAPZB	13690.875	2657.5	8759.5	13804.25	13498.125
AKR7L	3436.75	3302.25	4231.75	3910.125	3554.75
UBR4	19577.75	7526.375	1645.875	13270.5	24664
TMCO4	3436.75	3302.25	4231.75	3910.125	3554.75
KIF17	3436.75	3302.25	4231.75	3910.125	3554.75
VWA5B1	3436.75	3302.25	4231.75	3910.125	3554.75
UBXN10-AS1	8844	8720.75	1736.625	9263.25	8948.625
HSPG2	3436.75	3302.25	4231.75	3910.125	3554.75
RAP1GAP	14229.5	1879.5	14463.125	14357.5	7870.25
ECE1	3436.75	3302.25	4231.75	3910.125	3554.75
USP48	8228.75	19059.75	25065	2092.625	7900.25
EPHB2	3436.75	3302.25	4231.75	3910.125	3554.75
ASAP3	3436.75	3302.25	4231.75	3910.125	3554.75
HNRNPR	2203.125	24645.75	18738.25	14247.25	7901.25
FUCA1	8648.875	8510.5	9293.625	2676.75	8744.5
RCAN3	1873.75	8919.375	9434	9208.375	8888
STPG1	3436.75	3302.25	4231.75	3910.125	3554.75
CLIC4	8878.25	8753.5	9532.625	1728.125	8979.75
RUNX3	3436.75	3302.25	4231.75	3910.125	3554.75
RHD	3436.75	3302.25	4231.75	3910.125	3554.75
LOC646471	3436.75	3302.25	4231.75	3910.125	3554.75
MTFR1L	8503.5	8367.625	9133.5	3283.125	8586.75
LDLRAP1	346.375	15031	15451.75	6907	15081.25
MAN1C1	1072.75	8986.375	14468.5	14347.625	14076.25
ARID1A	19659.5	25660.375	7449.625	2284.5	12221.5
HMGN2	13970.375	18970.875	1053	8295	19536
AIM1L	3436.75	3302.25	4231.75	3910.125	3554.75
SLC9A1	3436.75	3302.25	4231.75	3910.125	3554.75
TRNP1	3436.75	3302.25	4231.75	3910.125	3554.75
GPR3	9266.5	576.5	9729.5	9493.75	9208.375
PTAFR	3436.75	3302.25	4231.75	3910.125	3554.75
EYA3	8950	2042.5	9348.25	9123.75	8817
STX12	2453	13729	14065	13967	8657.25
EPB41	371.375	7938.5	15058.75	14909.5	14679.25
GMEB1	3436.75	3302.25	4231.75	3910.125	3554.75
TRNAU1AP	8381.625	8240.25	8987	3802.25	8454.5
PHACTR4	3436.75	3302.25	4231.75	3910.125	3554.75
OPRD1	3436.75	3302.25	4231.75	3910.125	3554.75
MECR	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101929406	3436.75	3302.25	4231.75	3910.125	3554.75
ZCCHC17	2066.125	7762.5	19268.625	14393.75	19006
PUM1	2609.5	13860.125	8211.25	14099.625	13804.5
NKAIN1	3194.25	8570.75	9100.875	8883.25	8557.5
KPNA6	13694.125	8366.875	13887.625	13808	2960.875
BSDC1	19159	25437.125	7516.5	1468.625	13668.375
ZBTB8OS	19847.125	7243.5	13390.375	19362.75	7822.75
TRIM62	19403.625	18902.875	13843	8112.5	6964.125
AK2	18947.375	7918.125	8084.625	13443.75	19313.875
KIAA1522	8533.375	8403.75	9149.625	8949.625	2911.75
TMEM54	3436.75	3302.25	4231.75	3910.125	3554.75
ZNF362	18983.625	18856.375	2889.5	7970	13414.75
C1orf94	3436.75	3302.25	4231.75	3910.125	3554.75
KIAA0319L	13891	24689.625	1639.125	8103.125	18941.875
ZMYM6	8672.625	3178.375	9058	8850.875	8523
ZMYM4	7178.875	13914.625	24936.75	19551.25	1700.875
AGO3	13413.375	18759	18937.125	13836.375	1761.125
MAP7D1	14348	8841	14590	669.375	14196.25
SH3D21	9043.75	1689.5	9441	9214	8906
AGO1	7478.125	7563.125	24713.75	14383.375	13338.75
OSCP1	3436.75	3302.25	4231.75	3910.125	3554.75
RSPO1	9207.625	920.125	9644.875	9409.5	9114.75
GRIK3	19793.25	197.625	13890.25	19960.125	8580.375
INPP5B	8083.125	14092.75	14144.625	2384.125	14067.5
MACF1	25740.875	19713.375	1391.375	7198.875	13261.625
RHBDL2	19060.75	2292.25	14074.5	8093.625	18844.625
NFYC	8419	8279	3502.75	8825.75	8484.375
RLF	7462.625	13632.625	24180	19491.75	2439.375
RIMS3	3436.75	3302.25	4231.75	3910.125	3554.75
SCMH1	13015.5	7655.25	7627.5	25483.625	13401.75
SLFNL1-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
FOXJ3	7746.125	19617.25	13610.75	14215.625	2356.75
LOC339539	3436.75	3302.25	4231.75	3910.125	3554.75
PPCS	3436.75	3302.25	4231.75	3910.125	3554.75
CCDC30	3436.75	3302.25	4231.75	3910.125	3554.75
ST3GAL3	13479.875	8123.25	19191.5	13924.25	3213.5
MED8	13645.25	6884.5	20084.625	2183.625	19809.75
CFAP57	3436.75	3302.25	4231.75	3910.125	3554.75
EIF2B3	3436.75	3302.25	4231.75	3910.125	3554.75
PTCH2	14617.5	6983.875	1377.875	14737.5	14489.125
ERI3	13770.75	13641.375	14235.5	9252.375	1213.125
C1orf228	9071.125	8961	825	9476.875	9182
RNF220	14568.25	14458.375	8501.125	53.875	14640.25
NASP	26321.5	20094.625	7155.375	549.75	13137.375
MAST2	3436.75	3302.25	4231.75	3910.125	3554.75
IPP	3436.75	3302.25	4231.75	3910.125	3554.75
TESK2	8730.25	8603	9380	2319.625	8831.75
ATPAF1	12771.5	7193.875	25222.875	20249.625	1882.375
RAD54L	3436.75	3302.25	4231.75	3910.125	3554.75
FAAH	3436.75	3302.25	4231.75	3910.125	3554.75
SKINT1L	3436.75	3302.25	4231.75	3910.125	3554.75
TRABD2B	3436.75	3302.25	4231.75	3910.125	3554.75
BEND5	3436.75	3302.25	4231.75	3910.125	3554.75
SPATA6	20730.75	20666	12835.25	7305.5	508.5
AGBL4-IT1	3436.75	3302.25	4231.75	3910.125	3554.75
ELAVL4	9232	786.25	9677.625	9441.75	9151.125
FAF1	7881	19248.25	19450.125	7486.875	8571.25
RNF11	13394.625	6595.75	25562	20162.125	1499
C1orf185	3436.75	3302.25	4231.75	3910.125	3554.75
OSBPL9	13504.375	19331.25	1998.875	7226.75	25188
ZFYVE9	3101.125	13426.25	18868.625	18885.375	8307
TXNDC12	3436.75	3302.25	4231.75	3910.125	3554.75
SCP2	3436.75	3302.25	4231.75	3910.125	3554.75
PODN	3436.75	3302.25	4231.75	3910.125	3554.75
ZYG11B	8872.125	2376.25	9269.125	9048.875	8727.25
C1orf123	25561.25	13846	8475.875	1252.25	13533.375
COA7	8935.25	8812.625	1359.375	9353.125	9040
GLIS1	3436.75	3302.25	4231.75	3910.125	3554.75
SSBP3	3436.75	3302.25	4231.75	3910.125	3554.75
YIPF1	3436.75	3302.25	4231.75	3910.125	3554.75
MROH7	3436.75	3302.25	4231.75	3910.125	3554.75
MROH7-TTC4	3436.75	3302.25	4231.75	3910.125	3554.75
PCSK9	3436.75	3302.25	4231.75	3910.125	3554.75
TTC22	3436.75	3302.25	4231.75	3910.125	3554.75
USP24	13349.625	24933.75	12774.375	19675.5	703
C8A	3436.75	3302.25	4231.75	3910.125	3554.75
C1orf168	3436.75	3302.25	4231.75	3910.125	3554.75
FGGY	3425.5	8505.25	9031.875	8825.25	8492.75
LINC01135	13309.125	24689.125	19772.125	2121.5	7251.875
C1orf87	3436.75	3302.25	4231.75	3910.125	3554.75
CYP2J2	20373.375	20296.375	6662.5	1182.75	13403.75
NFIA	1540.5	19491.375	7283	25770.75	13402.125
NFIA-AS2	9324.75	269	9810.75	9578.5	9299
DOCK7	8970	1977.5	9371	9143.875	8831
KANK4	8668	8536.5	9314.625	2593	8759.875
EFCAB7	8398.25	8260.75	9013	3720.25	8475
LINC00466	3436.75	3302.25	4231.75	3910.125	3554.75
RAVER2	13699.625	1665.75	19329.75	25042.875	7577
UBE2U	3436.75	3302.25	4231.75	3910.125	3554.75
CACHD1	14453.375	14360.125	698.875	14818.375	7858.25
JAK1	19064.5	7558.875	1893	24599.25	13880.75
LEPR	3436.75	3302.25	4231.75	3910.125	3554.75
DNAJC6	7348	13582.875	26430.625	412.375	19560.625
MIER1	2900.25	7968.5	18893.75	14037.75	18628.375
WDR78	3436.75	3302.25	4231.75	3910.125	3554.75
SGIP1	25382.75	13304.125	6769.375	13676	7299.25
IL12RB2	3436.75	3302.25	4231.75	3910.125	3554.75
IL23R	3436.75	3302.25	4231.75	3910.125	3554.75
GNG12	14235.875	14135.25	8134.25	14617.5	834.375
LRRC7	14329.25	14227.625	641	14679.75	8401.5
PTGER3	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101927244	3436.75	3302.25	4231.75	3910.125	3554.75
ZRANB2-AS2	3436.75	3302.25	4231.75	3910.125	3554.75
NEGR1-IT1	3436.75	3302.25	4231.75	3910.125	3554.75
NEGR1	374.25	8312.25	14929.625	14784.5	14548.875
LRRIQ3	3436.75	3302.25	4231.75	3910.125	3554.75
CRYZ	3436.75	3302.25	4231.75	3910.125	3554.75
ERICH3	3436.75	3302.25	4231.75	3910.125	3554.75
ERICH3-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
ACADM	2103.75	7282.75	14697.875	14559	14295.375
MSH4	3436.75	3302.25	4231.75	3910.125	3554.75
AK5	9122.375	9007.5	9770.125	745.125	9233.75
PIGK	8515.375	8380.25	9123.25	8926.5	3006.125
ST6GALNAC5	3436.75	3302.25	4231.75	3910.125	3554.75
PTGFR	3436.75	3302.25	4231.75	3910.125	3554.75
USP33	1771.5	7126	13993.625	19711	24687.375
FAM73A	19043	19334.5	14260.875	7042.125	7000.5
DNAJB4	19450.75	967.375	8809	13831.25	19301.375
GIPC2	3436.75	3302.25	4231.75	3910.125	3554.75
MGC27382	3436.75	3302.25	4231.75	3910.125	3554.75
ADGRL4	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101927412	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101927434	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101927587	3436.75	3302.25	4231.75	3910.125	3554.75
PRKACB	7506.5	1130.25	26413.5	18878.625	13402.25
SSX2IP	633	7785.25	19926.75	14458.625	19675.375
DNASE2B	3436.75	3302.25	4231.75	3910.125	3554.75
SPATA1	2856	8659.125	9186.625	8969.125	8639.375
SYDE2	3436.75	3302.25	4231.75	3910.125	3554.75
WDR63	3436.75	3302.25	4231.75	3910.125	3554.75
DDAH1	8658.75	8534.25	2480.125	9090.25	8752.25
CLCA3P	3436.75	3302.25	4231.75	3910.125	3554.75
ODF2L	7652.75	844.25	14183	19648.125	24868.875
SEP15	1954.875	8897.25	9409.625	9187.125	8862.625
LINC01140	3436.75	3302.25	4231.75	3910.125	3554.75
PKN2	7442.75	19474.875	8771.375	14200.125	8187.75
GTF2B	3436.75	3302.25	4231.75	3910.125	3554.75
PKN2-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
LRRC8C	3436.75	3302.25	4231.75	3910.125	3554.75
GBP5	3436.75	3302.25	4231.75	3910.125	3554.75
LRRC8D	20085.75	14402.75	25495.125	1018.375	6310.25
LOC105378853	854.375	9164	9684.5	9447.75	9155.125
ZNF644	7798.625	25033.75	7295.75	7255.625	19373.625
TGFBR3	3436.75	3302.25	4231.75	3910.125	3554.75
HFM1	13292.25	18785	18920.375	13710.375	2486.5
BRDT	3436.75	3302.25	4231.75	3910.125	3554.75
BTBD8	13738.25	13605.5	14198.75	2239.5	8393.125
FAM69A	6849.5	19772.625	19961.125	1919.25	13840.75
EVI5	13583.625	13456.375	3073.75	13943.625	7898.25
CCDC18	13451.375	13312.125	3201.625	8522.625	13488.125
BCAR3	8506.625	8376.375	3122.375	8925.375	8588.875
FNBP1L	9100	8991.75	702.5	9506.375	9215
ABCA4	3436.75	3302.25	4231.75	3910.125	3554.75
ABCD3	2721.25	8690.875	9217.5	9001	8672.75
TMEM56	3436.75	3302.25	4231.75	3910.125	3554.75
ALG14	3436.75	3302.25	4231.75	3910.125	3554.75
TMEM56-RWDD3	3436.75	3302.25	4231.75	3910.125	3554.75
LINC01057	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101928241	3436.75	3302.25	4231.75	3910.125	3554.75
PTBP2	7869.875	25719.625	19056	1352.375	13107.375
DPYD-AS1	3436.75	3302.25	4231.75	3910.125	3554.75
MIR137HG	3436.75	3302.25	4231.75	3910.125	3554.75
SNX7	3436.75	3302.25	4231.75	3910.125	3554.75
LOC100129620	3436.75	3302.25	4231.75	3910.125	3554.75
PLPPR5	8599.875	8468.5	9219.875	9015.25	2644
LOC101928270	3436.75	3302.25	4231.75	3910.125	3554.75
SLC35A3	13436.75	13293.875	8867.75	2911.625	13463.625
CDC14A	3436.75	3302.25	4231.75	3910.125	3554.75
AGL	8953.5	1672.875	14220.375	14102.375	13811.875
TRMT13	13991.875	12951.5	24577.75	1673.625	19095
RTCA	14001.375	8103.25	19009	13685.5	2757.25
FRRS1	3436.75	3302.25	4231.75	3910.125	3554.75
SLC30A7	2501.875	13806.25	14174.5	8282.125	13758
LOC102606465	14132.25	14020.25	1552.75	14500.75	7986.875
OLFM3	877.25	6254.75	15441.125	15285.5	15087.625
COL11A1	14292.5	14175.375	14768.75	8825.25	409.875
RNPC3	25377.75	13377.75	7571.625	13843	1996.875
NTNG1	14511	8232.25	6823.375	14705.375	7774.875
VAV3	9303.5	396.25	9778.5	9547.375	9262.375
GPSM2	19026.375	25842.5	14181.375	7662.625	563
HENMT1	8730.75	8602	9381.125	2314	8832.375
STXBP3	19672.75	12825.75	8038.5	1483.125	25200.125
SORT1	25967.75	14247	7611.5	243.125	19339.75
KIAA1324	3436.75	3302.25	4231.75	3910.125	3554.75
GNAI3	13821.25	13997.125	2330.75	14341.25	8498.5
CD53	8615	8485.75	2644.125	9043.375	8713.125
KCNC4	8687.625	3119.25	9073.875	8865.5	8537.5
KCNA2	13688.75	371.125	19725	25868.375	7819.25
TMIGD3	3436.75	3302.25	4231.75	3910.125	3554.75
KCND3	131.5	7480.5	20555.5	20512.875	13888.75
RAP1A	7356.5	19377	13976.5	1858.875	24756.375
FAM19A3	3436.75	3302.25	4231.75	3910.125	3554.75
ST7L	8635.875	8505.25	9257.375	9051	2494.5
CTTNBP2NL	14209.875	14104.125	2510.375	8013.125	13136.875
LRIG2	19052.25	13815.625	19117.375	2235.25	8131.375
RSBN1	1535.5	14180.625	8328.875	14400.5	14116.375
AP4B1	8454.75	14187.125	14588.5	2378.25	8071
MAGI3	3436.75	3302.25	4231.75	3910.125	3554.75
AMPD1	3436.75	3302.25	4231.75	3910.125	3554.75
TRIM33	2084.25	13206.875	25237	19162.75	7899.75
TSPAN2	3436.75	3302.25	4231.75	3910.125	3554.75
SYCP1	3436.75	3302.25	4231.75	3910.125	3554.75
MAB21L3	3436.75	3302.25	4231.75	3910.125	3554.75
CASQ2	3436.75	3302.25	4231.75	3910.125	3554.75
SLC22A15	19588.125	7298.375	25512.5	619.25	14267.375
CD58	3436.75	3302.25	4231.75	3910.125	3554.75
VTCN1	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101929099	3436.75	3302.25	4231.75	3910.125	3554.75
IGSF3	3436.75	3302.25	4231.75	3910.125	3554.75
PTGFRN	8665	8538	9290.125	9082.75	2381.5
LINC01525	3436.75	3302.25	4231.75	3910.125	3554.75
SPAG17	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101929147	8433	8300	3423.875	8849.875	8511.5
REG4	3436.75	3302.25	4231.75	3910.125	3554.75
NBPF8	8305.125	8164.875	3967.125	8705	8368.125
NOTCH2	8772.125	8650.875	2003.125	9201.5	8875.125
SRGAP2C	2323.25	8797.5	9320.25	9096.5	8773.5
HIST2H2BA	2101.375	13709.5	8739.5	18785.625	18514.25
NBPF15	429.25	9242.5	9798.75	9559.75	9279.75
SRGAP2D	2436.25	8766.375	9293.5	9068.625	8746.375
GPR89A	3014.375	8616.25	9148.125	8932.625	8601.625
NBPF20	3436.75	3302.25	4231.75	3910.125	3554.75
FAM72D	3436.75	3302.25	4231.75	3910.125	3554.75
SRGAP2B	1875.625	13980.625	8547.25	14206.125	13909.375
ANKRD35	3436.75	3302.25	4231.75	3910.125	3554.75
FMO5	6858.875	19513.375	14485.75	20019.125	1513.375
BCL9	8328.125	19842.375	7343.125	19406.375	7028.25
LINC00624	3436.75	3302.25	4231.75	3910.125	3554.75
NBPF11	8573.125	8441.875	9193.875	8991	2743.625
GPR89B	3436.75	3302.25	4231.75	3910.125	3554.75
LOC101927468	3436.75	3302.25	4231.75	3910.125	3554.75
VPS45	1493.75	6682.5	13787.25	25175.75	20205.375
CTSS	3436.75	3302.25	4231.75	3910.125	3554.75
PRPF3	18732.625	18440.625	17966.75	7632.875	2153.625
ARNT	6986.75	19793	13285.25	13488.875	13645.25
RPRD2	1590.375	13480.875	24562	19675.375	7843.375
TDRKH	1000.125	24171.625	9036.625	14114.875	14085.375
PSMD4	14011.875	13903.25	8627.375	13698.5	2003.125
CGN	8906.75	8785.75	9562.875	1608.875	9006
SNX27	13321.75	7661.625	8013.625	19438.125	19018.75
FLG	3436.75	3302.25	4231.75	3910.125	3554.75
LCE2A	3436.75	3302.25	4231.75	3910.125	3554.75
GATAD2B	7394.875	24706.25	19207.375	2276.375	13697.875
INTS3	20523.625	13200.25	900.375	8412.5	19725.375
KCNN3	8734	8606.875	2183.375	9154	8834.5
ADAM15	3436.75	3302.25	4231.75	3910.125	3554.75
TDRD10	3436.75	3302.25	4231.75	3910.125	3554.75
PMVK	3436.75	3302.25	4231.75	3910.125	3554.75
LOC100505666	3436.75	3302.25	4231.75	3910.125	3554.75
GON4L	3436.75	3302.25	4231.75	3910.125	3554.75
FDPS	19827.125	19741.375	7033.375	8558	6917.5
ASH1L	2589.5	24169.25	13893.5	7907.625	18810.625
DAP3	3436.75	3302.25	4231.75	3910.125	3554.75
LMNA	18861.75	7879.375	8124.125	18920.375	8206.625
ARHGEF2	14005.875	19879.25	8092.625	619.375	19800.375
MEF2D	7939.5	19573.25	7606.125	13316	13495.625
ARHGEF11	7315.125	7017.875	19684.375	24867.5	13305.375
