Gene	granule	basket	astrocyte	oligo	opc
Ciapin1	7171.25	3651.625	5968.25	9404.25	2495.125
Nectin2	8172.75	8287.5	6325.375	3252.375	1415.625
Telo2	4126.875	9158.75	4551.875	5898.375	4949.25
Adcy9	1927.25	4122	7394.875	10426	3913.5
Arap2	6980.5	7077.625	3934.75	573.75	6898.875
Odf3	1838.75	5218.5	5419.5	5089.25	4966.75
Kif5c	2682.875	1287.75	5830.75	10601.75	8220.375
Hcn3	3811.5	3288.5	4358.25	8143.25	7937.375
Acvr1c	1224.5	5364.125	5570.875	5243.375	5131
Slc39a12	3624	3613.625	3913	3614	3540.5
Kcnq4	5127.625	5123.25	5419.5	5135.875	1429.75
Pklr	3624	3613.625	3913	3614	3540.5
Cd5l	3624	3613.625	3913	3614	3540.5
Msantd3	6036	4011	6244.25	5935	2995.5
Coq9	6924	2365.5	1851.625	8302.875	9432.625
Nek8	6336.625	6398.875	5035.375	6333	1224.75
Car8	4647.5	4641.5	4902.25	4630.125	3414
Arsi	3624	3613.625	3913	3614	3540.5
Eno4	3624	3613.625	3913	3614	3540.5
Btbd11	9196.625	274.25	3145.5	10269	5720.125
Tiprl	3333.875	2228.625	6357	8100.125	9020.5
Il1rap	7190.875	7201.5	7420.25	344.375	3201.25
Egr1	3574	4166.125	4026.25	7851.125	7250.5
Man1b1	8122	1097.625	7433.125	7147.625	5527.75
Msi2	8593	3685.25	839.25	10171	5309
Ablim2	3347.25	2081.625	9673	6259	7390.125
Wdr18	7806.125	7095.5	4204.25	5467.625	1831.625
Gfm2	10758.875	7200.125	3265.75	5125	1969
Ralgps1	8105.625	5758.625	4656.625	765.375	9380.375
Grm8	5588	192.5	5847.75	5509	5452.5
Nr5a1	3624	3613.625	3913	3614	3540.5
Jag2	1749.25	4993.625	6580	6230.375	6031.25
Rsph6a	4863.375	3238	5089.875	4770.875	4623.25
Ttyh1	8272.5	3611.375	239.625	10793.375	5740
Get4	7437.125	9521	6350.375	3014.75	2196.625
Gtf2i	7998.625	9329.25	5819.375	1232	3969
Bsdc1	2034.25	9345.75	5720.875	4000.875	7468.125
Cybrd1	3624	3613.625	3913	3614	3540.5
Rxra	7866.625	7970.875	2882	4290.625	3896.5
Pdia4	3266.875	9437.625	7814.5	1792.375	6026.625
Txn2	7970	6072.5	3400.25	6742.5	3700.25
Etf1	7216.5	4309.625	7055.125	2465.375	8478.75
Perp	2685.5	5005	5189.125	4895	4761.5
Mycn	3624	3613.625	3913	3614	3540.5
Lage3	6358.375	4660.375	2209.25	6250.875	6068.25
Ankrd12	9773.125	3799.75	7849	2134.25	5194.875
Mettl17	5645.25	3226.75	5274.125	7651.875	7576.875
Thap7	6372.375	7012.625	5809.25	1047.25	7756.625
Ddx25	3563.75	4497	8208.5	9759.75	2809.125
Nkap	1941.375	5808	8042.375	3972.625	8749.75
Usp13	5832.125	1991	7151	10294.125	3368.5
Zfp322a	7245.625	1981.375	8400	4125.375	7227.25
Oplah	427.375	8784.375	2969	6644.875	9584
Ubl4a	1103.625	6126.25	6923	7995	4356.875
Maz	893	7908.625	5641	3389.75	10777.125
Ica1l	1313.25	3056	7444.75	6995.75	6848.875
Zfp606	9593.625	1462	6211.25	5301.375	7205.5
Golim4	1999	7675.25	7799.25	6141.125	3784.75
Slc10a3	6460.875	4561.625	2849.875	5938.375	6198.25
Slc1a7	3624	3613.625	3913	3614	3540.5
Mapk14	1030.375	3463.75	6702.75	7995.25	9497.375
Alox5	3624	3613.625	3913	3614	3540.5
1700016C15Rik	3624	3613.625	3913	3614	3540.5
Dll1	7233.5	3159.75	7498	7134.625	480.125
Angptl2	10057.75	6130.25	4934.25	1029.375	5814.5
Stac3	3624	3613.625	3913	3614	3540.5
Abhd5	5029.5	5057.5	5330.25	2084.25	4917.875
Nudt14	1825.125	6161.875	6289.75	4968.125	5832.625
Ccdc146	3624	3613.625	3913	3614	3540.5
Jag1	5367.125	5356.625	5629.75	5377.5	501.625
Abca9	3624	3613.625	3913	3614	3540.5
Nrg2	3617.5	378	5224.375	11144	8263.75
Rab8a	2712.25	6324.5	4271.125	6143.875	7913.75
Mesp1	3624	3613.625	3913	3614	3540.5
Med23	1494.375	7694.5	7871.5	6025.5	4238.375
Exosc4	7219	2787.25	5926	3797.25	9477.125
Hdac3	1999.25	3780.75	6402.125	8023.375	7794.25
Pop1	6794.375	5038.75	456.5	6684.5	6578.125
Fgl2	3624	3613.625	3913	3614	3540.5
Txndc5	8006.625	3987.875	3682.375	8814.875	4805.875
Mn1	5857.25	5910.5	4400	5830.625	3180.125
Pdlim1	3624	3613.625	3913	3614	3540.5
Sarm1	3213.25	2654	6377.125	10638.75	6425.875
Gsap	4791	4785.625	5064	4783	2807.75
4933434E20Rik	1788.5	7135	6789.125	5990.625	8047.625
Gbf1	7579.875	2114.375	5500.125	5545.5	8519.875
Snapc4	2913	5461.125	3113.625	8198	9769.25
Rin2	6899.25	6984.625	4186.25	6899	346.25
Mtmr10	10284.875	7994	6725.5	1067.75	2521.25
Fggy	3624	3613.625	3913	3614	3540.5
Dync2h1	3624	3613.625	3913	3614	3540.5
Syngap1	5753.75	7333.75	966	11124.875	3406.875
G3bp1	6625.375	4397.5	7895.25	6567.25	1265.125
Slc39a2	3624	3613.625	3913	3614	3540.5
Topaz1	3624	3613.625	3913	3614	3540.5
Capn10	9613	842.375	3365.875	8584.875	6088.5
Cnksr2	833.125	2688.375	7206.125	8502.875	8374.25
Atp6v1d	7608.125	1454.625	5943.125	4971.375	9138.375
Tcf23	3624	3613.625	3913	3614	3540.5
4932438A13Rik	6263.25	1366.75	6598.5	6874.375	7409.875
Mesp2	3624	3613.625	3913	3614	3540.5
Cdc42	7359.875	2505.125	9038.625	5943.875	3798.375
Slc5a8	3624	3613.625	3913	3614	3540.5
Psen2	5798.5	3517.25	8410	673.125	10210
Pate3	3624	3613.625	3913	3614	3540.5
Myh14	8943	8990.625	3369.875	830	5295.625
Card9	5932.25	5998.125	5152.125	2432.625	5724.75
Stk36	5950.75	8066.125	3304.375	7424.625	3479.875
Foxred2	6226.625	4473.625	2846.875	6121.75	5929.25
Reln	145.5	5594.5	5793.25	5537.875	5463.75
Tmem259	3142.125	8996.625	3789	7029.375	5407
Faah	3624	3613.625	3913	3614	3540.5
Ldlrap1	3016	7459.125	7598.25	216.75	7303.25
Dner	3544	935.375	8035.375	10268.375	5821.875
Pate1	3624	3613.625	3913	3614	3540.5
Fasl	3624	3613.625	3913	3614	3540.5
Kdm8	5587.125	9173.375	4238	3922.875	5500.375
Rpp40	6540.75	6587.875	6425.25	3734.125	2854.125
Mtmr14	8350	8372.5	5214.75	2180.375	3778.75
Fam46b	3624	3613.625	3913	3614	3540.5
Ubap2l	2583.375	7417.25	9162.125	3936	5526
Snx29	7335.5	9508.375	6571.375	528.75	4668.125
Nrde2	3417.125	9744.5	6307.625	1875.625	7315.625
Vip	3624	3613.625	3913	3614	3540.5
Ndufa1	3624	3613.625	3913	3614	3540.5
Pdk4	6866.375	6961.25	4537.5	285.375	6751
6030419C18Rik	8922.125	2750.25	2760.875	8828.75	5481.125
Bnip3	8006.75	5848.75	4397.375	1661	7692.125
Pik3r5	4746.25	4751	4987	3341.25	4591.25
Grin3b	4179.25	5913.75	4347.75	3780.75	9126.875
Syce2	5881.875	3375.625	6035	4678.125	5566.375
Cd276	8113.5	3050.75	6611.5	9165.75	1638.25
Cib3	3624	3613.625	3913	3614	3540.5
Zfp426	1633.5	10111.75	7122.25	5815.375	3720.375
Gys2	3624	3613.625	3913	3614	3540.5
Adss	7524.375	3518.125	8295.375	1144.625	9148.25
Zfp105	4702.75	6414.75	1790	5912.375	8695.375
Trdn	3624	3613.625	3913	3614	3540.5
Odam	3624	3613.625	3913	3614	3540.5
Gcdh	9974	1271.375	3652.625	5984.125	7991.375
Dqx1	7681.375	9153.625	665.375	4471.125	6122.75
Eapp	2002.625	7209.75	8332.625	3829.25	7067.75
Dmwd	4774.375	7919.75	1493	3663.875	10554.25
Ucp1	3624	3613.625	3913	3614	3540.5
Ap4e1	2710.5	8772	7458	5947.625	3775.125
Timmdc1	7929.875	3505.75	4357.875	4481.125	8170.375
Abca6	3624	3613.625	3913	3614	3540.5
Rln3	3624	3613.625	3913	3614	3540.5
Sephs1	6179.375	2080.75	9165	7021.75	4215.625
S100a10	3624	3613.625	3913	3614	3540.5
Tssk3	7888.125	3628.125	6813.875	5364.25	3153.125
Calb1	3624	3613.625	3913	3614	3540.5
Myod1	3624	3613.625	3913	3614	3540.5
Camk2a	3624	3613.625	3913	3614	3540.5
Ywhah	6176	2701.625	8547.25	1659.25	9637.875
Kif15	3624	3613.625	3913	3614	3540.5
Selenoo	2063.375	7161.125	5739.375	7205.5	7270.25
Arrb1	8532.875	1534.875	3059	10448.875	5108.125
Ccdc85a	3624	3613.625	3913	3614	3540.5
Tmem57	1069.25	3708.625	6722.25	9202.875	7867.25
Btbd6	7634.25	3659.75	6101.25	9814.875	1391.625
Slc36a4	9295.375	3507.125	6621.875	7540.5	1676.5
Fer1l5	3624	3613.625	3913	3614	3540.5
Tubgcp6	1179	5800.25	3763.5	7596	10285.5
Zfp786	3624	3613.625	3913	3614	3540.5
Col4a5	3624	3613.625	3913	3614	3540.5
Gm128	3624	3613.625	3913	3614	3540.5
Atp1b2	3247.875	6156.875	292.125	10382	8538.25
Prkcq	7034	7048.5	7301.25	1387.875	2557.875
Fbxo5	3624	3613.625	3913	3614	3540.5
Gdap2	9168	1727.25	4035.875	5824.125	7830.875
Bnipl	3624	3613.625	3913	3614	3540.5
Prr14l	2418.75	9450.375	7720.75	5820.125	3279.25
Gabrr2	3624	3613.625	3913	3614	3540.5
P3h2	3624	3613.625	3913	3614	3540.5
Fam3a	9390.5	6849.125	5804.25	4403.25	1388
Rab2a	3779.5	5371	8672.625	1900.125	8906.875
Anpep	3624	3613.625	3913	3614	3540.5
Lman2l	3193	8965	6534.875	8077.875	1000.5
Nsmce1	6151.125	6257	3581.5	3478.875	5958.25
Sycp2	4833.5	3374.875	5052.375	4739.125	4594.875
Naif1	3624	3613.625	3913	3614	3540.5
Elmod2	8365	7779.25	6470.625	392.25	4504.25
Zfp398	4402.875	1690.875	9794.375	7423.875	5333.75
Dcaf6	4801.75	2237.875	5907.5	9226.625	6790.375
Fgfr1op	3938.5	1771.125	7581.5	4920.375	10436.875
Hoga1	4927.5	5009	2717.625	4909.875	4788.5
Mark3	4192	5372.75	2889.125	8245.5	7819.25
Hnf4g	3624	3613.625	3913	3614	3540.5
Tfcp2l1	3624	3613.625	3913	3614	3540.5
Timm22	1891.375	3435.5	6277.25	7436.5	9517
Tlr2	4812.75	4821.125	5070.875	3049.375	4665.125
Cfap69	6107.375	568.5	5429	7871.625	7689.625
Spag17	3624	3613.625	3913	3614	3540.5
Poglut1	9356.625	1933.25	3830.25	7931.75	5514.625
Vtn	8776.75	5988.875	3685.25	8663.875	146.625
Diras1	8221.5	821.75	3528.25	7045.75	7950.25
Slc5a1	3624	3613.625	3913	3614	3540.5
Tlx3	3624	3613.625	3913	3614	3540.5
Tlx2	3624	3613.625	3913	3614	3540.5
Trim50	3624	3613.625	3913	3614	3540.5
Lrrc74b	3624	3613.625	3913	3614	3540.5
Stk3	1321.875	8446.125	6574.125	3198.25	8060.375
Kcnc1	188.75	5537.125	3036.875	10796.75	9046.875
Capza3	3624	3613.625	3913	3614	3540.5
Plcz1	3624	3613.625	3913	3614	3540.5
Scn1b	279.375	3174.375	5599.25	9058	10514.75
Bmp8a	3624	3613.625	3913	3614	3540.5
Shmt2	3378.375	3073.25	6082	7095.75	9237.5
Tll1	439.625	5536.5	5740.75	5450.5	5369.25
Naa20	7434.25	6140.125	6318	4307.75	2303.25
H2-Ob	3624	3613.625	3913	3614	3540.5
Cabs1	3624	3613.625	3913	3614	3540.5
Vac14	9703.125	3892.25	1431	7349.125	6172.25
Phf5a	5734.875	6377.625	8464.75	4413.375	1032.375
Tmem42	2933.75	7732.5	4082	6321.375	5572.625
Wdr3	3391.375	6115.375	7395	7118.25	3532.125
Suco	10188.375	3648.625	7570.875	1991.125	5310.25
Murc	7185	7192.25	7418.625	658.875	2900.25
Ranbp17	9024.75	3679	7982.75	1838.5	5972.75
Cdk1	3624	3613.625	3913	3614	3540.5
P2rx4	1716.25	6508.25	8095.375	2870.625	9357.5
Smarcc2	712.375	9491	4111.375	7782.625	6214.375
Stxbp2	5556.875	6052.625	7854.625	4639.625	2491.25
Tgm4	3624	3613.625	3913	3614	3540.5
Hadhb	3749.125	2109.875	5283	9637.25	7911.25
Marcksl1	3624	3613.625	3913	3614	3540.5
Azgp1	6753.25	6778.75	7046.25	1448.875	3298.25
Aldh8a1	3624	3613.625	3913	3614	3540.5
Klhl38	3624	3613.625	3913	3614	3540.5
Sec11c	10642.125	8660.25	5976.625	142.25	3175.875
Rell1	4783.5	4793.625	5037.625	3166.125	4637.375
Aco2	7091.25	4064.375	2162	9414.75	5694.25
Exosc7	2938.25	4193.875	6368.125	6043.375	5825.5
Rfx1	1982	3148.125	6220.75	9274.375	7903
Robo3	3624	3613.625	3913	3614	3540.5
Pik3r6	3624	3613.625	3913	3614	3540.5
Frzb	3624	3613.625	3913	3614	3540.5
Mgat4a	843.625	8271.625	6633.5	9835.125	2921.25
Kif2c	3624	3613.625	3913	3614	3540.5
Avpi1	4905.25	3079.25	5142.25	4808.5	4664.125
Mcph1	3624	3613.625	3913	3614	3540.5
Egr4	3624	3613.625	3913	3614	3540.5
Wrnip1	5072	6740	9003	5113.375	3843.5
Zfp800	5809.5	1935.5	8308.75	5287	7321.5
Cacng2	5866	202.75	3105.375	10740.5	8718
Tnfaip3	3624	3613.625	3913	3614	3540.5
Pam16	4045.25	1039.875	7144.25	6485.5	9719.5
Lypla1	1532.25	4326.375	7402.25	5823.5	9464.5
Uap1l1	9815.25	8574.875	3558.5	1161.25	5375.375
Mtrf1l	4761.375	5185.25	5566.625	10414.875	1381.5
Borcs6	3624	3613.625	3913	3614	3540.5
Glra1	3624	3613.625	3913	3614	3540.5
Atm	5890.75	7861.25	9611.25	1224	3942.25
Glis2	8122.5	3713.5	2203.875	8002.25	5471
Clec3b	3624	3613.625	3913	3614	3540.5
Mrps10	4996.375	4995.125	5294.375	4998.25	1957.125
Smu1	3331.625	9215.875	8030.5	5705.75	2333.5
Mfn1	7590.25	4063.5	5955.5	759.25	10336.375
Nsun5	1342.875	6366.875	3181.5	9990.875	7810.5
Dlx5	3624	3613.625	3913	3614	3540.5
Pex5l	10148.375	6340.625	3932.625	32	8080.5
Dpp7	9399	5636.375	3446.75	2083.5	8074.625
Lypla2	5880.125	7408.75	4141.5	7611.375	3004.25
Cdcp1	3624	3613.625	3913	3614	3540.5
Fam32a	702.125	8636.875	4936.375	5092.375	8302.5
Klf1	3624	3613.625	3913	3614	3540.5
Decr1	8679.5	8770.375	3814.625	5180	939.375
Rec114	3624	3613.625	3913	3614	3540.5
Angpt2	4816.125	5862.375	6004	5759.25	2854.5
Nid1	6769	6853.375	4494	6768.625	448.75
Lrit1	3624	3613.625	3913	3614	3540.5
Phyh	9937.75	5339.25	3865.25	8699.625	741.375
Ppa2	7337.625	4050.875	6671.125	8975.75	1531.625
Dnaja1	7385.5	2948.375	6820.625	9533.375	1934.25
Ttc26	5824.375	5875.625	4609.875	5791.375	2984.625
Ppp1r3d	3624	3613.625	3913	3614	3540.5
Slc25a45	4912.875	4935.375	5194	2593.75	4785.875
Sycp1	3624	3613.625	3913	3614	3540.5
Itpkb	4934.875	10633.125	3900.625	8055.25	918.75
Marcks	7858.75	11180	3793.375	5635.25	119.75
Sdhaf3	5929.75	4441.5	6121.125	5834.375	3048.125
Rfc5	5836.375	7182.5	7272.625	2785.75	4341.5
Fstl5	861	5445.875	5655.125	5337.5	5237
Pds5a	5869.375	2708.375	4615.125	7052.125	8419.75
Rps6ka3	4323	1218.625	8452.75	5947.75	7987.375
Lars2	4165	7432	3227.375	7221.75	5493.375
Tbp	7926.625	1819.375	5663.5	7254.125	5497.125
Wdr12	6937.875	5493.875	7613.875	5598	4014
Slc39a3	486	9559.5	6738.25	6573.875	3452
Gabrr1	3624	3613.625	3913	3614	3540.5
Ndufv2	5512.5	2432.625	4320.875	6734.25	9617
Myef2	5490	2972.25	10182.25	5630.25	5119.875
Dnajc21	2556.75	7498.875	8525.25	2232.875	8030.875
Plppr1	5229.375	5226.5	5516.625	5244	1018.25
Ldhb	8515.5	2657.25	1301.5	6235.5	10029.875
Ptprk	7108.375	549.875	7384.25	7037.5	3445.875
Dync1i1	893.875	2417.75	5920.75	9204.75	9173.625
Spats2l	5903.75	5969.625	3213.75	5874.625	4361.875
Irak1	11059.5	5351.25	2950.25	7468.25	1618.375
Lsg1	2029.5	6210.875	8842.375	7186	3491.625
Pnkd	10635.25	7207.25	3479.75	1739.125	5670.75
Cobll1	7111.75	7124.25	7368	998.75	2770.25
Fgf9	3563	970.875	7048.375	8017.375	7839
Mgat4d	3624	3613.625	3913	3614	3540.5
Clvs2	3624	3613.625	3913	3614	3540.5
Hspa9	5703.75	4476.375	9176.375	2763.75	7216.625
Foxj2	4484.375	3045	5376.875	6916.625	9113.5
Wsb2	4263.25	5728.625	5398.25	6784.375	6890.125
Slc26a8	7479.625	3965.375	2337.125	7363.25	6112.125
Gfap	10628.5	8567.375	74.625	3586.625	5668.875
Mast1	1025.375	2305.25	5686.75	11061.5	8549.625
Crnkl1	6185.25	7359.125	7471	2971.75	3125.625
Nmral1	5822.875	5874.125	4998	2982.625	5604.125
Tcea1	3806.875	3327.875	7541.625	5227.875	9841.875
Podxl2	938.75	7901.125	6930.625	7718.5	3867.25
Rhd	3624	3613.625	3913	3614	3540.5
Tmem107	3624	3613.625	3913	3614	3540.5
Zc3hav1l	3624	3613.625	3913	3614	3540.5
Cpe	1782.125	2708.125	8127.75	11182.75	4858
Eif2s1	7397.25	3182	7823.625	4089.375	7072.125
Poli	7597.5	4422.75	4483.625	2856.25	7247.25
Ccdc6	3504.875	7379.375	3776.625	9842.875	4972.625
Prop1	3624	3613.625	3913	3614	3540.5
Cldn1	3624	3613.625	3913	3614	3540.5
Pdcd2	8229.25	3350.5	5663.625	5812.5	7423.75
Tbl1xr1	9854.75	8161.75	5895.875	2956.875	1741.75
Rnf152	4336.5	446.625	5924.125	7487	10408.625
Npat	8164	1130.625	6149.125	5548.625	7721.625
Osbp2	1465.5	3068.625	6270.75	7889.375	9938
Kdf1	3624	3613.625	3913	3614	3540.5
Pvalb	10179.375	201.375	2766.75	8882.25	6384.5
Tango2	3770.625	759.125	5971	10410.375	7713.875
Mfsd6l	3624	3613.625	3913	3614	3540.5
Prdm2	3495.75	7728.25	9008.25	7436.25	1810.375
H2-Ab1	3624	3613.625	3913	3614	3540.5
Hdac1	2468.125	8748.5	6272.125	5219.875	5529
Uri1	7447.25	1871.5	7900.125	4432.75	7064
Lzts1	4997	5024.5	5296.875	2233.25	4881.875
Cntnap5a	3624	3613.625	3913	3614	3540.5
Grp	3624	3613.625	3913	3614	3540.5
Sdf2l1	5171.75	5198.125	5476.625	1494.625	5079.125
Kif18b	3624	3613.625	3913	3614	3540.5
Zcchc7	9907.25	3443.75	6341.875	1930.375	7193.5
Pkd1l1	3624	3613.625	3913	3614	3540.5
Hook1	3560.625	1039.875	6814.125	8196	8008.25
Zfp282	6114.875	4281.125	5647.5	8145.625	3395.375
Atp6v1c2	3624	3613.625	3913	3614	3540.5
Abca5	4087.75	749.25	6816	8070.75	7889.5
Sspn	6020.5	6102.25	3037.875	4331.375	5802.875
Cox6c	3895.125	1195.875	5100.125	8241.375	10399.5
Dcaf15	3693.75	8029.875	6550.125	5837.75	2028.125
Trim11	5757.75	7520.75	2691.25	5955	6127
Dennd3	5418.875	5457.375	724.875	5392	5348.75
C1ql1	7450.5	7449.125	2969.625	7444.25	12.25
Sacm1l	3238.375	3450.25	7758.5	7301.875	8364.5
Pign	4746.625	4751.375	4989.875	3322.5	4598
Dnajc1	2807.75	5869.25	7767	6995.75	4403.25
Plek2	3624	3613.625	3913	3614	3540.5
Tmbim1	10560.375	6417.25	3583.625	457.5	7721
Akr1e1	4179.75	882.875	6398.125	9313.75	7619.5
Serpinb1a	3624	3613.625	3913	3614	3540.5
Col5a1	3624	3613.625	3913	3614	3540.5
Pacs2	7903.75	10185.875	4472.875	77.5	5978.5
Nbn	7660.125	3987.5	7906.5	4710.875	2275.375
Dpf2	3829.625	10058.5	6523.5	4298.25	3244.875
Pak1ip1	5096	5095.5	5389.875	5106.375	1534.5
Kcnj8	3624	3613.625	3913	3614	3540.5
Lrrcc1	3686.625	1753.75	8329.25	7848.125	6675.375
Efemp1	5068.125	5151.5	2142.25	5045.625	4940
Dcakd	6133.5	6227	1731.375	10053.5	3667.125
D930015E06Rik	4733.125	4728.5	4994.25	4721.25	3057.25
Ydjc	1966.75	3301.875	8187.625	6532.875	7520.625
Sergef	436	8271.75	6048.125	10083.25	3793.875
Vamp2	8644.125	1474.75	4827.25	3588.25	10066.75
Nmt1	244.625	8941.25	6004.375	7733.625	5453.125
Ucma	4584.75	6178.875	6351.125	6082.25	1579.625
Cpped1	4770.25	4775.875	5017	3234.875	4621.625
Slc7a11	6638	4979.875	6843.125	6564.75	500.875
Nipal4	5495.25	5500.5	5742.25	240.5	5440
Stum	3624	3613.625	3913	3614	3540.5
Zfp212	6889	6957.875	5399	1751.125	5735.5
Podnl1	3624	3613.625	3913	3614	3540.5
Pm20d2	2095.75	3975.75	9525.75	5346.875	7560.875
Tmem50a	3436.625	9581.25	6395	798.125	8294.375
Gad2	9340.75	326.875	5295.125	9298.75	3280
Pla2g6	8173.5	9858.5	3407.375	1630.5	5441.75
Nfyc	9973.25	3190.25	1889.375	7688.5	5877.125
Cdh26	3624	3613.625	3913	3614	3540.5
Acat1	5628.625	3137.625	3843.375	7384.375	9658.375
Rhbdl3	7878.125	7993.125	5893	4246	1261.625
Tsen2	3843	4065.25	3570.375	7604	9266
Vash1	1610.75	9449.125	6137.5	8797.25	2303
Ccdc42	3624	3613.625	3913	3614	3540.5
Kctd17	6363.5	2337.625	2814.125	10439.5	7493.625
Adra1d	5374.5	1135	5689.375	5254	5134.625
Tac1	3624	3613.625	3913	3614	3540.5
Nfil3	6897.5	4235.75	7170.625	670.25	6657.625
Fam109b	3624	3613.625	3913	3614	3540.5
Chd7	782.375	11134	8539.375	3329.875	4818.75
Ikbkg	7120.625	6339.625	4656.875	2047.5	7436.625
Tmem229b	4845.5	417.25	3904.25	10998.375	8490.875
Kif22	4103.875	1950.875	7885.5	6395.25	7238.625
Pgm1	4777.5	3366.25	6103.75	5868.375	5659.5
Atp2b3	414.875	2719.5	5947.125	11053.375	8502.625
Clgn	3624	3613.625	3913	3614	3540.5
Lgals4	3624	3613.625	3913	3614	3540.5
Gli2	5438.875	5474.25	645.125	5412.25	5376.375
Snx6	6030.25	7541.625	4613.625	3379.5	6338
Gucy2f	3624	3613.625	3913	3614	3540.5
Megf6	3624	3613.625	3913	3614	3540.5
Adcy3	1421.875	6641.375	6830.25	6526	3992
Steap4	3624	3613.625	3913	3614	3540.5
Osgin2	6169.25	6188.25	6421.125	4739.625	1839.25
Fan1	6015.25	7314	5487.5	1753.5	7604.125
Slc6a6	5514.125	5517.5	5755.25	174	5458
Eif1ax	5440.375	7354.125	6569	2849.75	4628
Fyco1	4871.625	4888.75	5140.125	2785.125	4733.375
Adap1	3310.625	6306.75	8726.625	184.125	10074.25
Ppp3ca	258.25	7275.875	8067	7541.375	5799.375
Ftl1	9783	8658.5	5832.125	512.75	3520
Mpc1	7102.5	2034.875	5154.375	5396.75	9965.125
Flt4	3624	3613.625	3913	3614	3540.5
Rab32	3624	3613.625	3913	3614	3540.5
Smad7	6757.625	5995.75	5979.5	407.5	9585.5
Nav3	5358.125	5371.25	5640.125	752.125	5288.25
Tmem39a	9631.75	1616.5	6015.125	5158.375	7158.75
Plcd3	8415.625	220.375	3180	10567	6213.375
Ror2	5277.75	5273.75	5557.75	5292.5	833.75
Sat2	4164.625	9418.5	6215.875	3928.75	3094.875
Fat1	1081.25	5119.25	5487.25	10436	7261.625
E2f3	9130.375	7574.5	4133.75	3391.875	4955.25
Thoc2	8054.5	2226.125	6155.5	3757.125	7579.375
Kcnj9	3000.5	8423	6385.625	1455.375	9002.875
Nudc	3268	4855.875	5034.125	4754	4617.5
Brix1	4150.25	7686.875	7815.875	2043	5668.75
Rab11b	8076	3834.5	5516.125	2350.75	8681.875
5730455P16Rik	3829.875	6917.125	8158.25	3448.875	5106.375
Slc7a4	1473	4111.75	4212	8305	8123.75
Zkscan14	4774.25	4781.75	5022	3211.875	4624.75
Actl6b	94.75	3447	5687.125	10742.875	8736.625
Rsrp1	8555.125	3445.5	7657	626.375	7854
Vav3	7160.25	235.125	4109.625	7067.75	6999
Cul5	7541	3402.875	7899.25	7782.125	2054.5
C330027C09Rik	3624	3613.625	3913	3614	3540.5
Ccr9	3624	3613.625	3913	3614	3540.5
Sapcd2	5451.75	5440.25	5688.25	5454.75	190.75
Rell2	3728.75	2323.75	4958.375	10922.625	7909.75
Map7d2	3033.375	1730	6028.375	9768.375	8078.5
P2rx6	2204.75	6387.125	4601.5	6170.625	6000.5
Kctd15	3624	3613.625	3913	3614	3540.5
Klf2	3624	3613.625	3913	3614	3540.5
Kcnj10	9338.25	9350	4927.75	699.25	3176.125
Fam98a	10310	6110	6110	663.875	4354.625
Osbpl1a	10722.75	2414.25	6134.125	1278.25	8083
Lztfl1	6096.5	2516.5	6300.5	4838.875	5772.25
Ddx1	4531.375	1438.25	7914.5	7606.125	7250.25
Camta2	1184.25	5040.375	4050.5	8628	9632
AI467606	3624	3613.625	3913	3614	3540.5
Mon2	5847.875	9374.25	7535.625	1205	4278.875
Sri	1743.25	6131.5	9286.875	5972.375	4066.25
Sh2d4b	3624	3613.625	3913	3614	3540.5
Mpc2	8559.5	1110.625	5760.25	8660.875	3558.5
Mtnr1b	3624	3613.625	3913	3614	3540.5
Ano4	10911.25	4041.125	8250.375	224	5200.25
Agpat5	10679.5	3819.75	903.75	7933.125	5294.5
G6pdx	9942.625	1034.375	4002	5343	8447.375
Ptrhd1	3624	3613.625	3913	3614	3540.5
Gramd1a	3277.875	9919.5	3981.75	8294.625	3275.625
Dek	4204.625	3323.25	9981.5	5015.625	7156.75
Qprt	5427.5	5416.75	5673.5	5433	282.75
Olfml2a	3624	3613.625	3913	3614	3540.5
Fam102a	7888	9692.875	4371.875	259.25	6377.375
Fchsd1	5044.25	5209.75	2151	9754.25	7404.625
Tufm	7783.75	3657.75	3702.375	7574.75	6023.25
Ksr2	538	2963.25	5866.25	10580.25	8664.25
Uqcrh	4894.375	1180.125	4969	8460.25	9104
Ccdc138	3432.375	4811.875	4988	4717.625	4579.25
Catsper3	3624	3613.625	3913	3614	3540.5
Arhgap36	3624	3613.625	3913	3614	3540.5
Rapgef4	372.375	6309.375	8690.375	8359.25	3900.5
Tusc3	6067.875	2978.875	6291.25	5965.625	4222.875
Cabin1	1511.375	6506.5	4156.5	8840.75	7605.875
Lrp4	8687.75	8786.75	6294	2863.125	815.375
Plekhm3	7848.375	3775.875	6429.875	2069	7506.5
Ubn2	5367.75	2104	7980.125	9434.375	3710.25
Cfl2	5603.375	3092.375	8747.625	1124.75	10165.125
Smc2	3624	3613.625	3913	3614	3540.5
Jmy	2787.375	5382.375	7658.5	5367.25	8367.375
Parp1	5750	2611.75	6563.25	5526.375	9116.25
Camk2n2	3035.75	4919.375	5096.375	4809.625	4672.125
Xcr1	3624	3613.625	3913	3614	3540.5
Grcc10	3624	3613.625	3913	3614	3540.5
Atp10a	5496.5	5501	5742.5	236.125	5440.375
Clrn1	3624	3613.625	3913	3614	3540.5
Cox19	3936	9955.875	7710	1184.5	5746
