ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
CC	GO:0034703	cation channel complex	9/154	217/18698	8.002182579901166e-5	0.0033047622827140286	0.0027144379196135963	CATSPERG/GRIN2C/HCN2/KCNA2/KCND3/KCNIP2/KCNK1/KCNQ3/PTK2B	9
CC	GO:0001725	stress fiber	5/154	54/18698	8.11147001690641e-5	0.0033047622827140286	0.0027144379196135963	FLNB/PXN/TPM3/TPM4/ZYX	5
CC	GO:0097517	contractile actin filament bundle	5/154	54/18698	8.11147001690641e-5	0.0033047622827140286	0.0027144379196135963	FLNB/PXN/TPM3/TPM4/ZYX	5
CC	GO:0098794	postsynapse	13/154	450/18698	9.220019692172817e-5	0.0033047622827140286	0.0027144379196135963	APBA2/ATP2B2/CLSTN3/DCLK1/FARP1/GABBR1/GABBR2/GRIN2C/HIP1/NEDD4/PTK2B/SLC17A7/SRCIN1	13
CC	GO:0008021	synaptic vesicle	8/154	176/18698	1.067180362287943e-4	0.0033047622827140286	0.0027144379196135963	APBA2/CDK16/RAB37/SLC17A7/SYT12/SYT7/TMEM163/ZNRF1	8
CC	GO:0008076	voltage-gated potassium channel complex	6/154	92/18698	1.1266235054706916e-4	0.0033047622827140286	0.0027144379196135963	HCN2/KCNA2/KCND3/KCNIP2/KCNK1/KCNQ3	6
CC	GO:0032432	actin filament bundle	5/154	60/18698	1.346329792176022e-4	0.0035543106513446976	0.002919409865139584	FLNB/PXN/TPM3/TPM4/ZYX	5
CC	GO:0034705	potassium channel complex	6/154	99/18698	1.6887414441424443e-4	0.003673392917354097	0.003017220657794833	HCN2/KCNA2/KCND3/KCNIP2/KCNK1/KCNQ3	6
CC	GO:0034702	ion channel complex	10/154	296/18698	1.7542774017397812e-4	0.003673392917354097	0.003017220657794833	CATSPERG/GRIN2C/HCN2/KCNA2/KCND3/KCNIP2/KCNK1/KCNQ3/PTK2B/TTYH3	10
CC	GO:0070382	exocytic vesicle	8/154	190/18698	1.808867724454669e-4	0.003673392917354097	0.003017220657794833	APBA2/CDK16/RAB37/SLC17A7/SYT12/SYT7/TMEM163/ZNRF1	8
CC	GO:0042641	actomyosin	5/154	66/18698	2.117457242024658e-4	0.003992919370675069	0.003279670615466763	FLNB/PXN/TPM3/TPM4/ZYX	5
CC	GO:1902495	transmembrane transporter complex	10/154	321/18698	3.3546807789108676e-4	0.005904238170883127	0.004849573617232553	CATSPERG/GRIN2C/HCN2/KCNA2/KCND3/KCNIP2/KCNK1/KCNQ3/PTK2B/TTYH3	10
CC	GO:1990351	transporter complex	10/154	329/18698	4.0721007839870715e-4	0.006718966293578668	0.005518768167771953	CATSPERG/GRIN2C/HCN2/KCNA2/KCND3/KCNIP2/KCNK1/KCNQ3/PTK2B/TTYH3	10
MF	GO:0005267	potassium channel activity	9/143	129/17548	1.1009597591687128e-6	3.4041696920087696e-4	3.019461228284562e-4	HCN2/HPN/KCNA2/KCND3/KCNIP2/KCNK1/KCNK10/KCNK3/KCNQ3	9
MF	GO:0022843	voltage-gated cation channel activity	9/143	143/17548	2.6004560556207395e-6	3.4041696920087696e-4	3.019461228284562e-4	GRIN2C/HCN2/KCNA2/KCND3/KCNIP2/KCNK1/KCNK3/KCNQ3/PTK2B	9
MF	GO:0022839	ion gated channel activity	13/143	335/17548	3.6557468059530326e-6	3.4041696920087696e-4	3.019461228284562e-4	GRIN2C/HCN2/HPN/KCNA2/KCND3/KCNIP2/KCNK1/KCNK10/KCNK3/KCNQ3/PTK2B/SLC17A7/TTYH3	13
MF	GO:0022836	gated channel activity	13/143	338/17548	4.029003469387486e-6	3.4041696920087696e-4	3.019461228284562e-4	GRIN2C/HCN2/HPN/KCNA2/KCND3/KCNIP2/KCNK1/KCNK10/KCNK3/KCNQ3/PTK2B/SLC17A7/TTYH3	13
MF	GO:0005244	voltage-gated ion channel activity	10/143	198/17548	5.184014759404217e-6	3.4041696920087696e-4	3.019461228284562e-4	GRIN2C/HCN2/KCNA2/KCND3/KCNIP2/KCNK1/KCNK10/KCNK3/KCNQ3/PTK2B	10
MF	GO:0022832	voltage-gated channel activity	10/143	198/17548	5.184014759404217e-6	3.4041696920087696e-4	3.019461228284562e-4	GRIN2C/HCN2/KCNA2/KCND3/KCNIP2/KCNK1/KCNK10/KCNK3/KCNQ3/PTK2B	10
MF	GO:0015079	potassium ion transmembrane transporter activity	9/143	166/17548	8.811652565457225e-6	4.959701586843067e-4	4.3992009800478176e-4	HCN2/HPN/KCNA2/KCND3/KCNIP2/KCNK1/KCNK10/KCNK3/KCNQ3	9
MF	GO:0005249	voltage-gated potassium channel activity	7/143	94/17548	1.1671482489724696e-5	5.748205126189413e-4	5.09859498235342e-4	HCN2/KCNA2/KCND3/KCNIP2/KCNK1/KCNK3/KCNQ3	7
MF	GO:0022838	substrate-specific channel activity	14/143	437/17548	1.3694558186086875e-5	5.995173250353588e-4	5.317653003252447e-4	AQP7/GRIN2C/HCN2/HPN/KCNA2/KCND3/KCNIP2/KCNK1/KCNK10/KCNK3/KCNQ3/PTK2B/SLC17A7/TTYH3	14
MF	GO:0015267	channel activity	14/143	463/17548	2.598959141060976e-5	9.532256246300862e-4	8.45500687622732e-4	AQP7/GRIN2C/HCN2/HPN/KCNA2/KCND3/KCNIP2/KCNK1/KCNK10/KCNK3/KCNQ3/PTK2B/SLC17A7/TTYH3	14
MF	GO:0022803	passive transmembrane transporter activity	14/143	464/17548	2.6612898149570933e-5	9.532256246300862e-4	8.45500687622732e-4	AQP7/GRIN2C/HCN2/HPN/KCNA2/KCND3/KCNIP2/KCNK1/KCNK10/KCNK3/KCNQ3/PTK2B/SLC17A7/TTYH3	14
MF	GO:0005216	ion channel activity	13/143	424/17548	4.434447100395524e-5	0.0014559767979631971	0.0012914354713432577	GRIN2C/HCN2/HPN/KCNA2/KCND3/KCNIP2/KCNK1/KCNK10/KCNK3/KCNQ3/PTK2B/SLC17A7/TTYH3	13
MF	GO:0005261	cation channel activity	11/143	316/17548	5.6807061928064686e-5	0.0017216909538198067	0.001527121017013561	GRIN2C/HCN2/HPN/KCNA2/KCND3/KCNIP2/KCNK1/KCNK10/KCNK3/KCNQ3/PTK2B	11
MF	GO:0015271	outward rectifier potassium channel activity	3/143	16/17548	2.745404515303681e-4	0.007211262526864335	0.006396310870742611	KCNA2/KCND3/KCNIP2	3
MF	GO:0022841	potassium ion leak channel activity	3/143	16/17548	2.745404515303681e-4	0.007211262526864335	0.006396310870742611	KCNK1/KCNK10/KCNK3	3
MF	GO:0030276	clathrin binding	5/143	73/17548	3.2247876771190616e-4	0.00794103965490569	0.007043615189496898	CALY/HIP1/SYT12/SYT3/SYT7	5
MF	GO:0046873	metal ion transmembrane transporter activity	12/143	457/17548	3.678905618221991e-4	0.00832726248574139	0.007386190609848094	ATP2B2/GRIN2C/HCN2/HPN/KCNA2/KCND3/KCNIP2/KCNK1/KCNK10/KCNK3/KCNQ3/SLC17A7	12
MF	GO:0015077	monovalent inorganic cation transmembrane transporter activity	11/143	393/17548	3.8043331153133253e-4	0.00832726248574139	0.007386190609848094	ATP6V0B/HCN2/HPN/KCNA2/KCND3/KCNIP2/KCNK1/KCNK10/KCNK3/KCNQ3/SLC17A7	11
MF	GO:0022840	leak channel activity	3/143	19/17548	4.6661741669215285e-4	0.009192363108835411	0.00815352538641025	KCNK1/KCNK10/KCNK3	3
MF	GO:0022842	narrow pore channel activity	3/143	19/17548	4.6661741669215285e-4	0.009192363108835411	0.00815352538641025	KCNK1/KCNK10/KCNK3	3
